product_id,design,shelf_life_class,assignment_basis
90,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
92,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
92,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
93,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
93,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
99,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
99,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
102,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
104,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
108,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
109,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
11,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
116,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
117,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
118,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
119,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
12,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
122,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
123,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
127,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
129,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
132,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
133,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
134,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
135,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
136,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
138,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
140,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
145,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
146,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
166,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
176,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
18,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
19,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
190,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
193,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
2,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
207,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
21,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
212,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
213,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
214,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
215,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
216,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
217,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
219,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
220,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
222,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
223,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
224,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
240,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
241,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
250,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
253,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
257,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
259,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
26,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
267,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
280,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
290,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
291,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
292,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
295,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
296,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
300,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
310,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
316,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
317,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
320,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
321,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
335,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
345,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
351,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
363,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
37,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
370,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
381,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
386,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
387,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
396,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
4,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
403,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
404,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
41,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
411,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
416,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
422,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
425,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
426,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
429,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
441,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
452,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
467,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
470,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
473,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
476,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
481,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
486,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
489,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
496,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
50,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
500,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
507,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
515,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
521,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
522,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
531,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
535,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
54,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
540,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
547,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
548,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
549,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
554,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
569,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
578,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
580,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
591,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
596,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
6,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
600,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
608,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
620,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
627,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
631,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
633,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
634,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
635,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
638,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
644,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
645,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
649,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
650,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
666,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
677,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
678,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
682,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
683,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
686,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
688,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
691,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
7,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
70,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
71,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
715,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
717,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
719,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
729,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
73,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
740,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
749,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
756,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
757,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
758,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
76,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
763,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
764,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
765,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
768,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
769,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
772,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
774,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
775,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
779,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
783,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
79,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
793,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
80,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
802,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
804,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
810,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
825,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
834,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
835,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
836,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
843,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
853,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
855,demand_informed_stress_test,long_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
860,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
88,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
90,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
92,demand_informed_stress_test,short_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
93,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
99,demand_informed_stress_test,medium_shelf_life,Stress-test assignment using demand/volatility ranks; not factual perishability.
