"file_path","source_table","script_that_generated_it","question_answered","current_title","axes","units","legend","sample_split","sample_size_shown","whether_values_match_source_table","whether_duplicated","whether_visually_readable","whether_needed_in_report","whether_needed_in_presentation","recommendation"
"archive/diagnostic_figures/final_test_baseline_ladder/baseline_hierarchy_summary.png","archived source table","archived generation script","Diagnostic or supporting question.","baseline hierarchy summary","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_test_baseline_ladder/pairwise_gain_matrix.png","archived source table","archived generation script","Diagnostic or supporting question.","pairwise gain matrix","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/financial_markdown_opportunity_audit/multistep_action_value_vs_markdown.png","archived source table","archived generation script","Diagnostic or supporting question.","multistep action value vs markdown","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/financial_markdown_opportunity_audit/optimal_action_by_inventory_and_expiry.png","archived source table","archived generation script","Diagnostic or supporting question.","optimal action by inventory and expiry","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/financial_markdown_opportunity_audit/positive_markdown_gain_over_zero.png","archived source table","archived generation script","Diagnostic or supporting question.","positive markdown gain over zero","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/financial_markdown_opportunity_audit/ppo_vs_oracle_action_comparison.png","archived source table","archived generation script","Diagnostic or supporting question.","ppo vs oracle action comparison","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/financial_markdown_opportunity_audit/share_states_preferring_each_action.png","archived source table","archived generation script","Diagnostic or supporting question.","share states preferring each action","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/financial_markdown_opportunity_audit/state_map_financially_justified_markdown.png","archived source table","archived generation script","Diagnostic or supporting question.","state map financially justified markdown","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/freshretail_modeling_subset/example_complete_97_day_series.png","archived source table","archived generation script","Diagnostic or supporting question.","example complete 97 day series","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/freshretail_modeling_subset/markdown_distribution_comparison.png","archived source table","archived generation script","Diagnostic or supporting question.","markdown distribution comparison","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/freshretail_modeling_subset/promotion_rate_comparison.png","archived source table","archived generation script","Diagnostic or supporting question.","promotion rate comparison","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/freshretail_modeling_subset/sales_distribution_comparison.png","archived source table","archived generation script","Diagnostic or supporting question.","sales distribution comparison","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/freshretail_modeling_subset/selected_series_stockout_vs_promotion.png","archived source table","archived generation script","Diagnostic or supporting question.","selected series stockout vs promotion","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/freshretail_modeling_subset/stockout_rate_comparison.png","archived source table","archived generation script","Diagnostic or supporting question.","stockout rate comparison","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/freshretail_modeling_subset/train_validation_test_date_split.png","archived source table","archived generation script","Diagnostic or supporting question.","train validation test date split","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/freshretail_processing/discount_distribution.png","archived source table","archived generation script","Diagnostic or supporting question.","discount distribution","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/freshretail_processing/example_promotion_stockout_timeseries.png","archived source table","archived generation script","Diagnostic or supporting question.","example promotion stockout timeseries","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/freshretail_processing/example_sales_inventory_timeseries.png","archived source table","archived generation script","Diagnostic or supporting question.","example sales inventory timeseries","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/freshretail_processing/promotion_rate_by_category.png","archived source table","archived generation script","Diagnostic or supporting question.","promotion rate by category","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/freshretail_processing/sequence_length_distribution.png","archived source table","archived generation script","Diagnostic or supporting question.","sequence length distribution","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/freshretail_processing/stockout_rate_distribution_by_series.png","archived source table","archived generation script","Diagnostic or supporting question.","stockout rate distribution by series","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/freshretail_processing/subset_category_composition.png","archived source table","archived generation script","Diagnostic or supporting question.","subset category composition","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/latent_demand_recovery/aggregate_observed_vs_recovered_over_time.png","archived source table","archived generation script","Diagnostic or supporting question.","aggregate observed vs recovered over time","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/latent_demand_recovery/artificial_censoring_predicted_vs_true.png","archived source table","archived generation script","Diagnostic or supporting question.","artificial censoring predicted vs true","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/latent_demand_recovery/example_store_product_recovered_series.png","archived source table","archived generation script","Diagnostic or supporting question.","example store product recovered series","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/latent_demand_recovery/model_performance_by_censoring_severity.png","archived source table","archived generation script","Diagnostic or supporting question.","model performance by censoring severity","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/latent_demand_recovery/observed_vs_recovered_distribution.png","archived source table","archived generation script","Diagnostic or supporting question.","observed vs recovered distribution","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/latent_demand_recovery/recovery_amount_by_promotion_status.png","archived source table","archived generation script","Diagnostic or supporting question.","recovery amount by promotion status","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/latent_demand_recovery/recovery_amount_by_stockout_status.png","archived source table","archived generation script","Diagnostic or supporting question.","recovery amount by stockout status","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/latent_demand_recovery/recovery_error_by_model.png","archived source table","archived generation script","Diagnostic or supporting question.","recovery error by model","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/limited_horizon_planning/episode_level_paired_profit_differences.png","archived source table","archived generation script","Diagnostic or supporting question.","episode level paired profit differences","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/limited_horizon_planning/planning_action_distribution_by_risk_level.png","archived source table","archived generation script","Diagnostic or supporting question.","planning action distribution by risk level","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/limited_horizon_planning/planning_ppo_baseline_comparison.png","archived source table","archived generation script","Diagnostic or supporting question.","planning ppo baseline comparison","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/limited_horizon_planning/planning_vs_baseline_by_scenario.png","archived source table","archived generation script","Diagnostic or supporting question.","planning vs baseline by scenario","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/limited_horizon_planning/planning_vs_locked_baseline_paired_profit.png","archived source table","archived generation script","Diagnostic or supporting question.","planning vs locked baseline paired profit","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/limited_horizon_planning/profit_gain_confidence_interval.png","archived source table","archived generation script","Diagnostic or supporting question.","profit gain confidence interval","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/limited_horizon_planning/waste_and_profit_comparison.png","archived source table","archived generation script","Diagnostic or supporting question.","waste and profit comparison","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/perishability_scenarios/accounting_identity_validation_summary.png","archived source table","archived generation script","Diagnostic or supporting question.","accounting identity validation summary","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/perishability_scenarios/economic_scenario_comparison.png","archived source table","archived generation script","Diagnostic or supporting question.","economic scenario comparison","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/perishability_scenarios/fixed_policy_profit_comparison.png","archived source table","archived generation script","Diagnostic or supporting question.","fixed policy profit comparison","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/perishability_scenarios/fixed_policy_waste_comparison.png","archived source table","archived generation script","Diagnostic or supporting question.","fixed policy waste comparison","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/perishability_scenarios/inventory_age_profile_examples.png","archived source table","archived generation script","Diagnostic or supporting question.","inventory age profile examples","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/perishability_scenarios/observed_vs_recovered_scenario_comparison.png","archived source table","archived generation script","Diagnostic or supporting question.","observed vs recovered scenario comparison","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/perishability_scenarios/profit_versus_waste_scatter.png","archived source table","archived generation script","Diagnostic or supporting question.","profit versus waste scatter","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/perishability_scenarios/sensitivity_by_inventory_coverage.png","archived source table","archived generation script","Diagnostic or supporting question.","sensitivity by inventory coverage","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/perishability_scenarios/sensitivity_by_shelf_life.png","archived source table","archived generation script","Diagnostic or supporting question.","sensitivity by shelf life","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/perishability_scenarios/shelf_life_scenario_overview.png","archived source table","archived generation script","Diagnostic or supporting question.","shelf life scenario overview","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/planning_distillation/action_distribution_by_risk_state.png","archived source table","archived generation script","Diagnostic or supporting question.","action distribution by risk state","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/planning_distillation/distilled_candidates_vs_baseline_profit.png","archived source table","archived generation script","Diagnostic or supporting question.","distilled candidates vs baseline profit","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/planning_distillation/paired_episode_profit_differences_limited_horizon_planning_policy.png","archived source table","archived generation script","Diagnostic or supporting question.","paired episode profit differences limited horizon planning policy","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/planning_distillation/paired_episode_profit_differences_planning_distilled_policy.png","archived source table","archived generation script","Diagnostic or supporting question.","paired episode profit differences planning distilled policy","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/planning_distillation/planning_gain_captured.png","archived source table","archived generation script","Diagnostic or supporting question.","planning gain captured","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/planning_distillation/planning_vs_learned_confusion_matrix.png","archived source table","archived generation script","Diagnostic or supporting question.","planning vs learned confusion matrix","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/planning_distillation/profit_waste_comparison.png","archived source table","archived generation script","Diagnostic or supporting question.","profit waste comparison","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/planning_distillation/win_tie_loss_shares.png","archived source table","archived generation script","Diagnostic or supporting question.","win tie loss shares","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/planning_distillation/worst_case_episode_comparison.png","archived source table","archived generation script","Diagnostic or supporting question.","worst case episode comparison","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/ppo_checkpoint_validation/accounting_profit_by_checkpoint.png","archived source table","archived generation script","Diagnostic or supporting question.","accounting profit by checkpoint","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/ppo_checkpoint_validation/action_distribution_by_checkpoint.png","archived source table","archived generation script","Diagnostic or supporting question.","action distribution by checkpoint","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/ppo_checkpoint_validation/action_entropy_over_training.png","archived source table","archived generation script","Diagnostic or supporting question.","action entropy over training","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/ppo_checkpoint_validation/observed_vs_recovered_checkpoint_comparison.png","archived source table","archived generation script","Diagnostic or supporting question.","observed vs recovered checkpoint comparison","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/ppo_checkpoint_validation/paired_profit_difference_vs_always_zero.png","archived source table","archived generation script","Diagnostic or supporting question.","paired profit difference vs always zero","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/ppo_checkpoint_validation/state_dependent_markdown_behavior.png","archived source table","archived generation script","Diagnostic or supporting question.","state dependent markdown behavior","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/ppo_checkpoint_validation/validation_performance_by_checkpoint.png","archived source table","archived generation script","Diagnostic or supporting question.","validation performance by checkpoint","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/ppo_checkpoint_validation/waste_rate_by_checkpoint.png","archived source table","archived generation script","Diagnostic or supporting question.","waste rate by checkpoint","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/ppo_financial_paired_validation/calibration_transmission_summary.png","archived source table","archived generation script","Diagnostic or supporting question.","calibration transmission summary","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/ppo_financial_paired_validation/initial_inventory_comparability.png","archived source table","archived generation script","Diagnostic or supporting question.","initial inventory comparability","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/ppo_financial_paired_validation/markdown_by_fraction_expiring_soon.png","archived source table","archived generation script","Diagnostic or supporting question.","markdown by fraction expiring soon","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
